file_name	assay_protocol	data_level	level_code	level_desc	size	md5
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014819/SQ00014819_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	611847	45beebc31058dca7fe3d3aacdf5a969a
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014820/SQ00014820_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2058118	25a10ff78b88bc81caf82aa93f162ee8
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014820/SQ00014820_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2092218	4ee50f08c1ee8c3c69112ffde82a923a
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00014820/SQ00014820_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	600781	b9bb7e58a090b4035a9f7d283aa46213
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015041/SQ00015041_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2067673	afff1baac36dac37aaccdb42d66c8e79
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015041/SQ00015041_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2102378	f961e825ce631b9d062abae6c5fee010
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015041/SQ00015041_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	602175	8c8fb2588f1822c8c0d4261f2e76a068
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015042/SQ00015042_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2057731	858421d7f4309fdabb0d204c1f13458f
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015042/SQ00015042_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2090749	e8577960b1eb950c3ebd0d5dffca1919
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015042/SQ00015042_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	588293	9a23b3c3ddfd2157e9e07389701a3c2c
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015043/SQ00015043_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2058102	ebf93d2359872f6528ce8c82b4765d72
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015043/SQ00015043_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2093075	7a994bedb3e214ba8874a6fd06e6b300
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015043/SQ00015043_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	609767	f460b602b53a27d60e75f531b6ce97af
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015044/SQ00015044_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2056895	132dde3a6ccd63cc27b60da63d451d02
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015044/SQ00015044_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2092588	510544c0a2f6d0a8ae3ee0a928aea45a
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015044/SQ00015044_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	622795	e38b585c2b11deb6bb1147df9835faf9
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015045/SQ00015045_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2054795	dd2d767adfbb49e56f463e8f43c2e0c4
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015045/SQ00015045_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2090936	021849c9556bcce4e4cc4d945b19d8d1
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015045/SQ00015045_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	617600	cf4d09a6fd5fac361e2308898e1443ce
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015046/SQ00015046_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2054460	610c06766d9be294d00876efc94682e5
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015046/SQ00015046_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2092591	38ae952fdc0f0dacc759653eff154de9
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015046/SQ00015046_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	623537	f3e78e2e31edcb8304143383e0b35fd4
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015047/SQ00015047_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2054196	59f20cc6f6c8853b99cb0c5999cfdaa3
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015047/SQ00015047_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2090337	3425d6e80f824adb7f59728c101e6c55
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015047/SQ00015047_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	615930	dce8a9c180114609b97c0b99b5d8e245
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015048/SQ00015048_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2055333	eb4c8f8cb5c537e5376c8e34738c1318
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015048/SQ00015048_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2098487	819847d4dcf947c3407b960ff8c74dc3
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015048/SQ00015048_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	610755	6bf36209892e2e0cbbf5d342565531f1
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015049/SQ00015049_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2052745	ed43ccfcfc024a94b291365d4b333934
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015049/SQ00015049_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2087264	5fb2697fb509d9e6dfcf394bad8b14b6
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015049/SQ00015049_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	586962	9823f2966ed10abed0d27c941be7f411
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015050/SQ00015050_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2054336	8d81a32ea183c0ecc45a2796425c7489
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015050/SQ00015050_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2088554	085a3eadcdfec94beeaa33eee66322a6
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015050/SQ00015050_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	624307	337d523670e0b20e9494eca96046e755
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015051/SQ00015051_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2053134	cea83971e2d0f62aee9bfa2488fe0bdc
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015051/SQ00015051_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2087125	31a33f3f4ff84dbe19ab9ef19355fd0a
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015051/SQ00015051_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	591731	7e807a0fb5c97fc56a269c2235829398
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015052/SQ00015052_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2054542	43cf9b76dcbae1aecfdb067f01f381a4
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015052/SQ00015052_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2087516	a3ef48fb7ec56b15d42476195a5451fc
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015052/SQ00015052_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	591520	235b838216f14aeb9c38c5c85d86621f
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015053/SQ00015053_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2055435	d42fe05776653ad1f946fd71c0a2dad1
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015053/SQ00015053_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2088591	ce4675021fb6710eda45070cc1d4662e
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015053/SQ00015053_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	590261	a78e800a4b6becdd2ec66376c200350c
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015054/SQ00015054_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2055475	0bcfe42f147911b8f38711a50a01e905
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015054/SQ00015054_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2094294	ffb6bc60c4fc84437b8a0aa264abb369
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015054/SQ00015054_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	581296	9e33f40d69adfc53f89de7a7b1c9de91
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015055/SQ00015055_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2055105	29272c2da3976e98b5f71d35efce09dd
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015055/SQ00015055_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2088167	12e9f9c026293678050c35804d949d75
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015055/SQ00015055_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	602140	1102e699c1ea907c9f11967aa953c710
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015056/SQ00015056_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2059251	fd99096070ff9d336b5c52fe77266f9f
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015056/SQ00015056_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2094118	143c6b5a2a097c8aa0cbe8675075ac50
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015056/SQ00015056_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	589506	1d53c42b5def98721607e86f4d4a1039
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015057/SQ00015057_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2058051	2234fe64deff1caf933feb31575af07e
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015057/SQ00015057_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2096393	799f5a16c3fe89e3bd0deae08ce61811
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015057/SQ00015057_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	594048	4101b6df3c41bc0ce97ab5a73edb4ad0
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015058/SQ00015058_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2056215	952f7b1cb036b73b3077bbce098ca812
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015058/SQ00015058_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2087911	2e3c57acb6bf3e0f6614954b8e0ff651
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015058/SQ00015058_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	585412	99dca5d29ea043856a175ebe73b0d4e7
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015059/SQ00015059_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2054127	e733d1c9d8f480e49c77cffcf147fee2
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015059/SQ00015059_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2084664	ecf8d266db3ec3d9aec28a36f61f6ca0
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015059/SQ00015059_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	619103	2befcf952820ddb211db7dc090d661e5
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015096/SQ00015096_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2058180	dcda90a08a6ce4f1799fd8f283d37029
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015096/SQ00015096_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2090898	4ed4e27c9927fd29af27f5044ffb8bf2
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015096/SQ00015096_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	595226	ddb46eee7bf4eed67d3fbced0280e796
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015097/SQ00015097_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2058790	2a6726bda55011cfca19ef85b2ce6628
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015097/SQ00015097_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2096861	4c42736c6bc385dd7adb9684d11c0aa8
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015097/SQ00015097_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	572315	092857f302947779afa9e0c3fc7ee665
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015098/SQ00015098_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2060435	df75374f87012d221f5cd8c529d4d883
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015098/SQ00015098_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2091951	732c609a1aaecda86dd7bc9faec48de9
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015098/SQ00015098_normalized_feature_select.csv.gz	CellPaintingv2	Level4b	CPLevel4b	Feature selection applied to Level4b	571405	72c86cc3bfa85adfce59dc5f7bdc2cb6
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015099/SQ00015099_augmented.csv.gz	CellPaintingv2	Level3	CPLevel3	Per-well level median-aggregated measurements	2059384	9e3057aec0307f243431bf6864d54d09
https://media.githubusercontent.com/media/broadinstitute/lincs-cell-painting/master/profiles/2016_04_01_a549_48hr_batch1/SQ00015099/SQ00015099_normalized.csv.gz	CellPaintingv2	Level4a	CPLevel4a	Morphological profiles computed using z-scores relative to the plate population	2096873	68d2ae0409eac79f0f10237cc4643bae
